error,error_type,time,memory
 assignment from incompatible pointer type [-Wincompatible-pointer-types] tt-&gt;zero[j] = tempo; ^ gotham.c:205:13: ,RTE,0.025972236,4
 assignment from incompatible pointer type [-Wincompatible-pointer-types] tt-&gt;next = FindPointer(hashR); ^ gotham.c:206:18: ,RTE,0.025972236,4
 initialization from incompatible pointer type [-Wincompatible-pointer-types] node* tempo = tt-&gt;next; ^~ gotham.c:149:2: ,RTE,0.025972236,4
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u"", &amp;n, &amp;q); ^~~~~~~~~~~~~~~~~~~~~~ gotham.c:150:2: ",RTE,0.025972236,4
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u"", &amp;r, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:164:3: ",RTE,0.025972236,4
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u %u"", &amp;u, &amp;v, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:194:3: ",RTE,0.025972236,4
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;cas); ^~~~~~~~~~~~~~~~~ gotham.c:198:4: ",RTE,0.025972236,4
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u %u"", &amp;v, &amp;u, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:231:4: ",RTE,0.025972236,4
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u"", &amp;v, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~ ",RTE,0.025972236,4
 implicit declaration of function ‘malloc’ [-Wimplicit-function-declaration] struct node *Node=(struct node*)malloc(sizeof(struct node)); ^~~~~~ shortestwalk.c:13:37: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘malloc’ shortestwalk.c:13:37: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘malloc’ shortestwalk.c: In function ‘add’: shortestwalk.c:19:37: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘malloc’ struct node *Node=(struct node*)malloc(sizeof(struct node)); ^~~~~~ shortestwalk.c:19:37: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘malloc’ shortestwalk.c: In function ‘dijiktras’: shortestwalk.c:97:21: ,AC,0.016757853,784
 implicit declaration of function ‘free’ [-Wimplicit-function-declaration] free(temp); ^~~~ shortestwalk.c:97:21: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘free’ shortestwalk.c:97:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:105:21: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:105:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:119:21: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:119:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:127:21: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:127:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:138:21: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:138:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:153:21: ,AC,0.016757853,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:153:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:80:30: ,AC,0.016757853,784
" variable ‘front’ set but not used [-Wunused-but-set-variable] struct node *temp,*next,*front;struct heap top; ^~~~~ shortestwalk.c: In function ‘main’: shortestwalk.c:166:16: ",AC,0.016757853,784
" unused variable ‘j’ [-Wunused-variable] int t,n,m,k,i,j,x,y,z,ind[200005];//,edge[200005]; ^ shortestwalk.c:166:12: ",AC,0.016757853,784
" unused variable ‘k’ [-Wunused-variable] int t,n,m,k,i,j,x,y,z,ind[200005];//,edge[200005]; ^ shortestwalk.c:170:2: ",AC,0.016757853,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ shortestwalk.c:172:6: ",AC,0.016757853,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d%d"",&amp;n,&amp;m); ^~~~~~~~~~~~~~~~~~~ shortestwalk.c:175:10: ",AC,0.016757853,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d%d%d"",&amp;x,&amp;y,&amp;z); ^~~~~~~~~~~~~~~~~~~~~~~~ shortestwalk.c:179:6: ",AC,0.016757853,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d%d"",&amp;x,&amp;y); ^~~~~~~~~~~~~~~~~~~ shortestwalk.c: In function ‘dijiktras’: shortestwalk.c:161:7: ",AC,0.016757853,784
" ‘j’ may be used uninitialized in this function [-Wmaybe-uninitialized] if(j!=n-1)printf(""No Solution\n""); ^ ",AC,0.016757853,784
 implicit declaration of function ‘malloc’ [-Wimplicit-function-declaration] struct node *Node=(struct node*)malloc(sizeof(struct node)); ^~~~~~ shortestwalk.c:13:37: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘malloc’ shortestwalk.c:13:37: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘malloc’ shortestwalk.c: In function ‘add’: shortestwalk.c:19:37: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘malloc’ struct node *Node=(struct node*)malloc(sizeof(struct node)); ^~~~~~ shortestwalk.c:19:37: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘malloc’ shortestwalk.c: In function ‘dijiktras’: shortestwalk.c:94:21: ,AC,0.017729059,784
 implicit declaration of function ‘free’ [-Wimplicit-function-declaration] free(temp); ^~~~ shortestwalk.c:94:21: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘free’ shortestwalk.c:94:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:102:21: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:102:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:116:21: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:116:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:124:21: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:124:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:135:21: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:135:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:150:21: ,AC,0.017729059,784
 incompatible implicit declaration of built-in function ‘free’ free(temp); ^~~~ shortestwalk.c:150:21: note: include ‘&lt;stdlib.h&gt;’ or provide a declaration of ‘free’ shortestwalk.c:80:30: ,AC,0.017729059,784
" variable ‘front’ set but not used [-Wunused-but-set-variable] struct node *temp,*next,*front;struct heap top; ^~~~~ shortestwalk.c: In function ‘main’: shortestwalk.c:161:16: ",AC,0.017729059,784
" unused variable ‘j’ [-Wunused-variable] int t,n,m,k,i,j,x,y,z,ind[200005]; ^ shortestwalk.c:161:12: ",AC,0.017729059,784
" unused variable ‘k’ [-Wunused-variable] int t,n,m,k,i,j,x,y,z,ind[200005]; ^ shortestwalk.c:164:2: ",AC,0.017729059,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ shortestwalk.c:166:6: ",AC,0.017729059,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d%d"",&amp;n,&amp;m); ^~~~~~~~~~~~~~~~~~~ shortestwalk.c:169:10: ",AC,0.017729059,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d%d%d"",&amp;x,&amp;y,&amp;z); ^~~~~~~~~~~~~~~~~~~~~~~~ shortestwalk.c:173:6: ",AC,0.017729059,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d%d"",&amp;x,&amp;y); ^~~~~~~~~~~~~~~~~~~ shortestwalk.c: In function ‘dijiktras’: shortestwalk.c:157:7: ",AC,0.017729059,784
" ‘j’ may be used uninitialized in this function [-Wmaybe-uninitialized] if(j!=n-1)printf(""No Solution\n""); ^ ",AC,0.017729059,784
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ aplusb.c:12:9: ",WA,0.068147898,2284
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i][j]); ^~~~~~~~~~~~~~~~~~~~ ",WA,0.068147898,2284
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ fibsum.c:22:2: ",TLE,1.010762454,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",TLE,1.010762454,780
" format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",t); ~^ aplusb.c:9:17: ",RTE,1.091961597,780
" format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d %d"",n1,n2); ~^ aplusb.c:9:20: ",RTE,1.091961597,780
" format ‘%d’ expects argument of type ‘int *’, but argument 3 has type ‘int’ [-Wformat=] scanf(""%d %d"",n1,n2); ~^ aplusb.c:5:5: ",RTE,1.091961597,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",t); ^~~~~~~~~~~~~ aplusb.c:9:9: ",RTE,1.091961597,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",n1,n2); ^~~~~~~~~~~~~~~~~~~~ aplusb.c:5:5: ",RTE,1.091961597,780
" ‘t’ is used uninitialized in this function [-Wuninitialized] scanf(""%d"",t); ^~~~~~~~~~~~~ aplusb.c:9:9: ",RTE,1.091961597,780
" ‘n1’ may be used uninitialized in this function [-Wmaybe-uninitialized] scanf(""%d %d"",n1,n2); ^~~~~~~~~~~~~~~~~~~~ aplusb.c:9:9: ",RTE,1.091961597,780
 ‘n2’ may be used uninitialized in this function [-Wmaybe-uninitialized] ,RTE,1.091961597,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ aplusb.c:9:9: ",AC,0.06213717,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n1,&amp;n2); ^~~~~~~~~~~~~~~~~~~~~~ ",AC,0.06213717,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ aplusb.c:9:9: ",WA,0.061521126,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~ ",WA,0.061521126,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ aplusb.c:8:9: ",WA,0.061719828,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~ ",WA,0.061719828,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ aplusb.c:9:9: ",AC,0.068279374,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.068279374,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ aplusb.c:9:9: ",AC,0.061659224,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.061659224,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"",&amp;n); ^~~~~~~~~~~~~~~~ aplusb.c:10:9: ",AC,0.062636781,1636
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d\n"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~~~ ",AC,0.062636781,1636
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ aplusb.c:11:9: ",AC,0.064794611,1756
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d\n"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~~~ ",AC,0.064794611,1756
 return type of ‘main’ is not ‘int’ [-Wmain] void main() ^~~~ aplusb.c: In function ‘main’: aplusb.c:18:8: ,AC,0.078242914,1756
" ‘return’ with a value, in function returning void return 0; ^ aplusb.c:2:6: note: declared here void main() ^~~~ aplusb.c:4:1: ",AC,0.078242914,1756
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ aplusb.c:8:2: ",AC,0.078242914,1756
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] {scanf(""%d %d"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.078242914,1756
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"",&amp;n); ^~~~~~~~~~~~~~~~ aplusb.c:10:9: ",AC,0.122761724,1636
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d\n"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~~~ ",AC,0.122761724,1636
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ aplusb.c:6:2: ",WA,0.090244066,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] {scanf(""%d"",&amp;a); ^~~~~~~~~~~~~~ aplusb.c:7:1: ",WA,0.090244066,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b); ^~~~~~~~~~~~~~ ",WA,0.090244066,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",WA,0.003083948,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ ",WA,0.010602251,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ ",AC,0.002985582,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ ",AC,0.013092592,780
" passing argument 1 of ‘printf’ makes pointer from integer without a cast [-Wint-conversion] printf(a[i-1]); ^ In file included from /usr/include/stdio.h:862:0, from runnerup.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:102:1: note: expected ‘const char * restrict’ but argument is of type ‘int’ printf (const char *__restrict __fmt, ...) ^~~~~~ runnerup.c:22:5: ",RTE,0.478302386,780
 format not a string literal and no format arguments [-Wformat-security] printf(a[i-1]); ^~~~~~ runnerup.c:5:5: ,RTE,0.478302386,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ runnerup.c:9:5: ",RTE,0.478302386,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,0.478302386,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ runnerup.c:9:5: ",AC,0.011021723,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.011021723,780
" format ‘%s’ expects argument of type ‘char *’, but argument 2 has type ‘char (*)[100]’ [-Wformat=] scanf(""%s"",&amp;a); ~^ ~~ swapcase.c:5:2: ",WA,0.011383339,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",&amp;a); ^~~~~~~~~~~~~~ ",WA,0.011383339,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",WA,0.011729935,780
" ‘gets’ is deprecated [-Wdeprecated-declarations] gets(a); ^~~~ In file included from /usr/include/stdio.h:862:0, from swapcase.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ swapcase.c:6:2: ",AC,0.006872149,780
" ignoring return value of ‘gets’, declared with attribute warn_unused_result [-Wunused-result] gets(a); ^~~~~~~ /tmp/cctHvTPX.o: In function `main': swapcase.c:(.text.startup+0x21): ",AC,0.006872149,780
 the `gets' function is dangerous and should not be used. ,AC,0.006872149,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ runnerup.c:7:9: ",AC,0.007836033,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;arr[i]); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.007836033,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ aplusb.c:6:2: ",WA,0.08366923,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] {scanf(""%d"", &amp;a); ^~~~~~~~~~~~~~~ aplusb.c:7:1: ",WA,0.08366923,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;b); ^~~~~~~~~~~~~~~ ",WA,0.08366923,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ aplusb.c:6:2: ",WA,0.074370242,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] {scanf(""%d"", &amp;a); ^~~~~~~~~~~~~~~ aplusb.c:7:1: ",WA,0.074370242,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;b); ^~~~~~~~~~~~~~~ ",WA,0.074370242,780
 return type of ‘main’ is not ‘int’ [-Wmain] void main() ^~~~ swapcase.c: In function ‘main’: swapcase.c:7:5: ,WA,0.009572067,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf("" %s"",a); ^~~~~~~~~~~~~~ ",WA,0.009572067,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf("" %s"",a); ^~~~~~~~~~~~~~ ",WA,0.009754521,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",WA,0.010107368,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ maxxor.c:47:5: ",WA,0.004952236,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;set[i]); ^~~~~~~~~~~~~~~~~~~ ",WA,0.004952236,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ biriyani.c:9:9: ",WA,0.005366613,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ biriyani.c:13:13: ",WA,0.005366613,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d "",&amp;a[i]); ^~~~~~~~~~~~~~~~~~ biriyani.c:15:9: ",WA,0.005366613,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;y); ^~~~~~~~~~~~~~ ",WA,0.005366613,780
 unused variable ‘a’ [-Wunused-variable] {int a;} ^ maxxor.c:49:10: ,WA,0.005541839,1232
 unused variable ‘b’ [-Wunused-variable] {int b;} ^ ,WA,0.005541839,1232
 unused variable ‘a’ [-Wunused-variable] {int a;} ^ maxxor.c:50:10: ,WA,0.005569586,1232
 unused variable ‘b’ [-Wunused-variable] {int b;} ^ maxxor.c:48:3: ,WA,0.005569586,1232
" this ‘for’ clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;n;i++) ^~~ maxxor.c:51:5: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘for’ int j; ^~~ ",WA,0.005569586,1232
 unused variable ‘a’ [-Wunused-variable] {int a;} ^ maxxor.c:50:10: ,TLE,1.011222194,1232
 unused variable ‘b’ [-Wunused-variable] {int b;} ^ maxxor.c:48:3: ,TLE,1.011222194,1232
" this ‘for’ clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;n;i++) ^~~ maxxor.c:51:5: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘for’ int j; ^~~ ",TLE,1.011222194,1232
 unused variable ‘a’ [-Wunused-variable] {int a;} ^ maxxor.c:50:10: ,TLE,1.011272317,1232
 unused variable ‘b’ [-Wunused-variable] {int b;} ^ maxxor.c:48:3: ,TLE,1.011272317,1232
" this ‘for’ clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;n;i++) ^~~ maxxor.c:51:5: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘for’ int j; ^~~ ",TLE,1.011272317,1232
" this ‘for’ clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;n;i++) ^~~ maxxor.c:51:5: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘for’ int j; ^~~ maxxor.c:45:3: ",TLE,1.010392829,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ maxxor.c:49:5: ",TLE,1.010392829,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;set[i]); ^~~~~~~~~~~~~~~~~~~ ",TLE,1.010392829,1232
" this ‘for’ clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;size;i++) ^~~ maxxor.c:14:5: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘for’ int j; ^~~ maxxor.c:8:3: ",TLE,1.020010382,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;size); ^~~~~~~~~~~~~~~~~ maxxor.c:12:5: ",TLE,1.020010382,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;s[i]); ^~~~~~~~~~~~~~~~~ ",TLE,1.020010382,1232
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ ",AC,0.004582748,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",IR,0.004627132,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;s); ^~~~~~~~~~~~~~ ",AC,0.003957823,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",IR,0.003817628,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf("" %d"",&amp;k); ^~~~~~~~~~~~~~~ ",IR,0.004777862,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",AC,0.003988119,780
 implicit declaration of function ‘fib’ [-Wimplicit-function-declaration] f=f+fib(i); ^~~ fibsum.c:5:5: ,MLE,0.395474845,64468
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",MLE,0.395474845,64468
 implicit declaration of function ‘fib’ [-Wimplicit-function-declaration] f=f+fib(i); ^~~ fibsum.c:5:5: ,MLE,0.308780896,64468
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",MLE,0.308780896,64468
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",AC,0.008772569,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",WA,0.010814553,780
 return type of ‘main’ is not ‘int’ [-Wmain] void main() ^~~~ fibsum.c: In function ‘main’: fibsum.c:10:6: ,WA,0.004645768,780
" this ‘for’ clause does not guard... [-Wmisleading-indentation] {for(int i=0;i&lt;a-3;i++) ^~~ fibsum.c:12:9: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘for’ f2=f3; ^~ fibsum.c:8:1: ",WA,0.004645768,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a); ^~~~~~~~~~~~~~ ",WA,0.004645768,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",AC,0.004048722,780
" ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a); ^~~~~~~~~~~~~~ ",AC,0.00808485,780
 return type of ‘main’ is not ‘int’ [-Wmain] void main() ^~~~ swapcase.c: In function ‘main’: swapcase.c:13:17: ,RTE,0.471807371,780
" initialization makes integer from pointer without a cast [-Wint-conversion] printf(""%s"",toupper(st)); ^~~~~~~ In file included from swapcase.c:1:0: swapcase.c:13:25: ",RTE,0.471807371,780
