id,error,error_type,name,time,memory,username,Time limit exceeded,Memory limit exceeded,Object Linking errors,Other Runtime errors
2756," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:78:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.263798886,780,U4CSE17244,0,0,0,0
2908," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.574435456,780,U4CSE17466,0,0,0,0
2911," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.5240001670000001,780,U4CSE17466,0,0,0,0
2922," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.519060393,780,U4CSE17466,0,0,0,0
3009," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:9:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.28889051,780,U4CSE17466,0,0,0,0
3199," unused variable ‘key’ [-Wunused-variable] int n,k,i,j,key,arr[50],curr_diff,min_diff,count,min_ind[56]; ^~~ closestpairs.c:6:8: unused variable ‘k’ [-Wunused-variable] int n,k,i,j,key,arr[50],curr_diff,min_diff,count,min_ind[56]; ^ closestpairs.c:7:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:10:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;arr[i]); ^~~~~~~~~~~~~~~~~~~ closestpairs.c:33:10: ‘min_diff’ may be used uninitialized in this function [-Wmaybe-uninitialized] else if (curr_diff == min_diff) ^ ",RTE,C,1.5053223880000002,780,U4CSE17411,0,0,0,0
3237," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d/n"",&amp;tc); ^~~~~~~~~~~~~~~~~ sortingindex.c:8:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:11:8: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d/n"",&amp;a[i]); ^~~~~~~~~~~~~~~~~~~ ",RTE,C,0.258133276,780,U4CSE17410,0,0,0,0
3265," unused variable ‘key’ [-Wunused-variable] int n,k,i,j,key,arr[50],curr_diff,min_diff,count,min_ind[56]; ^~~ closestpairs.c:10:8: unused variable ‘k’ [-Wunused-variable] int n,k,i,j,key,arr[50],curr_diff,min_diff,count,min_ind[56]; ^ closestpairs.c:11:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:14:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;arr[i]); ^~~~~~~~~~~~~~~~~~~ At top level: closestpairs.c:4:12: ‘compare’ defined but not used [-Wunused-function] static int compare (const void *a, const void *b) ^~~~~~~ closestpairs.c: In function ‘main’: closestpairs.c:37:10: ‘min_diff’ may be used uninitialized in this function [-Wmaybe-uninitialized] else if (curr_diff == min_diff) ^ ",RTE,C,1.521578953,780,U4CSE17405,0,0,0,0
3521," format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",arr[i]); ~^ ~~~~~~ sortingindex.c:5:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:7:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] {scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ sortingindex.c:8:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;k); ^~~~~~~~~~~~~~~ sortingindex.c:12:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",arr[i]); ^~~~~~~~~~~~~~~~~~ ",RTE,C,1.0602522,780,U4CSE17118,0,0,0,0
3606," variable ‘psn’ set but not used [-Wunused-but-set-variable] int i,j,n,k,temp,val,psn; ^~~ sortingindex.c:4:13: unused variable ‘temp’ [-Wunused-variable] int i,j,n,k,temp,val,psn; ^~~~ sortingindex.c:6:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:8:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:12:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:16:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,0.594339015,780,U4CSE17228,0,0,0,0
3672," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:8:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:12:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:16:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,0.59741835,780,U4CSE17228,0,0,0,0
3969," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:15:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;A[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.501700099,780,U4CSE17401,0,0,0,0
4085," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:114:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"", &amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:117:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.271581304,780,U4CSE17216,0,0,0,0
4182," implicit declaration of function ‘scanf’ [-Wimplicit-function-declaration] scanf(""%d"",&amp;testcases); ^~~~~ closestpairs.c:6:4: incompatible implicit declaration of built-in function ‘scanf’ closestpairs.c:6:4: note: include ‘&lt;stdio.h&gt;’ or provide a declaration of ‘scanf’ closestpairs.c:52:4: implicit declaration of function ‘printf’ [-Wimplicit-function-declaration] printf(""\n %d"",(middle+1)); ^~~~~~ closestpairs.c:52:4: incompatible implicit declaration of built-in function ‘printf’ closestpairs.c:52:4: note: include ‘&lt;stdio.h&gt;’ or provide a declaration of ‘printf’ closestpairs.c:45:16: ‘first’ may be used uninitialized in this function [-Wmaybe-uninitialized] middle=(first+last)/2; ~~~~~~^~~~~~ closestpairs.c:50:10: ‘search’ may be used uninitialized in this function [-Wmaybe-uninitialized] else if(A[middle]==search) ^ ",RTE,C,3.616981246,780,U4CSE17138,0,0,0,0
4507," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:9:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.26263442,780,U4CSE17627,0,0,0,0
4513," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:9:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ sortingindex.c:4:7: ‘j’ may be used uninitialized in this function [-Wmaybe-uninitialized] int i,j,temp,k,index,a[n]; ^ ",RTE,C,0.987798836,780,U4CSE17627,0,0,0,0
4515," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:9:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ sortingindex.c:4:7: ‘j’ may be used uninitialized in this function [-Wmaybe-uninitialized] int i,j,temp,k,index,a[n]; ^ ",RTE,C,0.27384689100000004,780,U4CSE17627,0,0,0,0
4543," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.521916357,780,U4CSE17619,0,0,0,0
4568," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.480027441,780,U4CSE17617,0,0,0,0
4573," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",TLE,C,4.053327353,780,U4CSE17617,0,0,0,0
4595," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;tc); ^~~~~~~~~~~~~~~ sortingindex.c:11:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:15:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:4:1: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,temp,k,index,a[n]; ^~~ ",RTE,C,0.48467162,780,U4CSE17653,0,0,0,0
4704," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;count); ^~~~~~~~~~~~~~~~~~ closestpairs.c:66:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;number[i]); ^~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.32106010100000004,780,U4CSE17426,0,0,0,0
4757," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;count); ^~~~~~~~~~~~~~~~~~ closestpairs.c:66:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;number[i]); ^~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.317329812,780,U4CSE17426,0,0,0,0
4790," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;count); ^~~~~~~~~~~~~~~~~~ closestpairs.c:66:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;number[i]); ^~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.298195046,780,U4CSE17426,0,0,0,0
5535," unused variable ‘n’ [-Wunused-variable] int n = strtol(n_str, &amp;n_endptr, 10); ^ minpenalty.c: In function ‘beautifulPath’: minpenalty.c:18:1: control reaches end of non-void function [-Wreturn-type] } ^ ",RTE,C,0.022448719,780,U4CSE17121,0,0,0,0
5981," unused variable ‘n’ [-Wunused-variable] int n = strtol(n_str, &amp;n_endptr, 10); ^ minpenalty.c: In function ‘beautifulPath’: minpenalty.c:18:1: control reaches end of non-void function [-Wreturn-type] } ^ ",RTE,C,0.026210564,780,U4CSE17142,0,0,0,0
6301," unused variable ‘enc’ [-Wunused-variable] long long int n,q,tp,last_ans=0,t,u,v,k,flg,enc,count; ^~~ gotham.c:18:34: unused variable ‘t’ [-Wunused-variable] long long int n,q,tp,last_ans=0,t,u,v,k,flg,enc,count; ^ gotham.c:21:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;n,&amp;q); ^~~~~~~~~~~~~~~~~~~~~~~ gotham.c:26:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;(arr[1].id),&amp;(arr[1].key)); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:45:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;(arr[i].id),&amp;tp,&amp;(arr[i].key)); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:74:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld"",&amp;flg); ^~~~~~~~~~~~~~~~~~ gotham.c:77:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;v,&amp;u,&amp;k); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:105:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;v,&amp;k); ^~~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,1.171003369,780,U4CSE17405,0,0,0,0
6302," unused variable ‘enc’ [-Wunused-variable] long long int n,q,tp,last_ans=0,t,u,v,k,flg,enc,count; ^~~ gotham.c:18:34: unused variable ‘t’ [-Wunused-variable] long long int n,q,tp,last_ans=0,t,u,v,k,flg,enc,count; ^ gotham.c:21:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;n,&amp;q); ^~~~~~~~~~~~~~~~~~~~~~~ gotham.c:26:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;(arr[1].id),&amp;(arr[1].key)); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:45:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;(arr[i].id),&amp;tp,&amp;(arr[i].key)); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:74:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld"",&amp;flg); ^~~~~~~~~~~~~~~~~~ gotham.c:77:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;v,&amp;u,&amp;k); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:105:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;v,&amp;k); ^~~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,1.172310153,780,U4CSE17405,0,0,0,0
6309," unused variable ‘enc’ [-Wunused-variable] long long int n,q,tp,last_ans=0,t,u,v,k,flg,enc,count; ^~~ gotham.c:12:34: unused variable ‘t’ [-Wunused-variable] long long int n,q,tp,last_ans=0,t,u,v,k,flg,enc,count; ^ gotham.c:15:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;n,&amp;q); ^~~~~~~~~~~~~~~~~~~~~~~ gotham.c:18:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;(arr[1].id),&amp;(arr[1].key)); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:24:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;(arr[i].id),&amp;tp,&amp;(arr[i].key)); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:41:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld"",&amp;flg); ^~~~~~~~~~~~~~~~~~ gotham.c:44:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;v,&amp;u,&amp;k); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:60:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;v,&amp;k); ^~~~~~~~~~~~~~~~~~~~~~~ ",TLE,C,3.064642284,780,U4CSE17405,0,0,0,0
6340," unused variable ‘l’ [-Wunused-variable] long long int n,q,r,key,i,j,min,max,t,l,temp1,temp2; ^ gotham.c:49:28: unused variable ‘j’ [-Wunused-variable] long long int n,q,r,key,i,j,min,max,t,l,temp1,temp2; ^ gotham.c: In function ‘search’: gotham.c:46:1: control reaches end of non-void function [-Wreturn-type] } ^ gotham.c: In function ‘main’: gotham.c:50:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld%lld"",&amp;n,&amp;q,&amp;r,&amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:62:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;u,&amp;v,&amp;ke); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:77:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld"",&amp;t); ^~~~~~~~~~~~~~~~ gotham.c:82:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;v,&amp;u,&amp;ke); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:96:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;v,&amp;ke); ^~~~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,6.394872509,780,U4CSE17405,0,0,0,0
6353," unused variable ‘l’ [-Wunused-variable] long long int n,q,r,key,i,j,min,max,t,l,temp1,temp2; ^ gotham.c:49:28: unused variable ‘j’ [-Wunused-variable] long long int n,q,r,key,i,j,min,max,t,l,temp1,temp2; ^ gotham.c: In function ‘search’: gotham.c:46:1: control reaches end of non-void function [-Wreturn-type] } ^ gotham.c: In function ‘main’: gotham.c:50:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld%lld"",&amp;n,&amp;q,&amp;r,&amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:62:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;u,&amp;v,&amp;ke); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:77:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld"",&amp;t); ^~~~~~~~~~~~~~~~ gotham.c:82:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld%lld"",&amp;v,&amp;u,&amp;ke); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:96:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%lld%lld"",&amp;v,&amp;ke); ^~~~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,6.363525581,780,U4CSE17405,0,0,0,0
6361," assignment from incompatible pointer type [-Wincompatible-pointer-types] tempPointer = tempPointer-&gt;zero[j]; ^ gotham.c:69:18: assignment from incompatible pointer type [-Wincompatible-pointer-types] tempPointer = tempPointer-&gt;one[j]; ^ gotham.c:89:18: assignment from incompatible pointer type [-Wincompatible-pointer-types] tempPointer = tempPointer-&gt;one[j]; ^ gotham.c:115:18: assignment from incompatible pointer type [-Wincompatible-pointer-types] tempPointer = tempPointer-&gt;zero[j]; ^ gotham.c: In function ‘main’: gotham.c:168:12: assignment from incompatible pointer type [-Wincompatible-pointer-types] tt-&gt;next = FindPointer(hashR); ^ gotham.c:169:17: initialization from incompatible pointer type [-Wincompatible-pointer-types] node* tempo = tt-&gt;next; ^~ gotham.c:174:16: assignment from incompatible pointer type [-Wincompatible-pointer-types] tt-&gt;one[j] = tempo; ^ gotham.c:179:17: assignment from incompatible pointer type [-Wincompatible-pointer-types] tt-&gt;zero[j] = tempo; ^ gotham.c:205:13: assignment from incompatible pointer type [-Wincompatible-pointer-types] tt-&gt;next = FindPointer(hashR); ^ gotham.c:206:18: initialization from incompatible pointer type [-Wincompatible-pointer-types] node* tempo = tt-&gt;next; ^~ gotham.c:149:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u"", &amp;n, &amp;q); ^~~~~~~~~~~~~~~~~~~~~~ gotham.c:150:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u"", &amp;r, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:164:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u %u"", &amp;u, &amp;v, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:194:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;cas); ^~~~~~~~~~~~~~~~~ gotham.c:198:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u %u"", &amp;v, &amp;u, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ gotham.c:231:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%u %u"", &amp;v, &amp;key); ^~~~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.025972236,4,U4CSE17405,0,0,0,0
7510," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ fibsum.c:22:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",TLE,C,1.010762454,780,rockey_ray,0,0,0,0
